TRANSCRIPT_TEXT,REVIEW_DATE,BRANCH_NUMBER,REGION_NUMBER,CUSTOMER_ID
"Visitei uma agência do Bank Corp recentemente e fiquei desapontado com a experiência no atendimento. O caixa parecia apressado e pouco atencioso, não explicou claramente tarifas nem documentos necessários. Tivemos que corrigir um erro no atendimento que atrasou minha transação. Esperava mais profissionalismo e clareza de um banco deste porte. Pode melhorar muito com treinamento básico e mais cortesia.",2025-09-11,37,1,283
"Expérience excellente chez Bank Corp pour accéder à mon coffre-fort. Le personnel était accueillant et professionnel, la procédure d'accès rapide et sécurisée, et les installations impeccables. J'apprécie les mesures de sécurité et la confidentialité, ainsi que les horaires flexibles qui facilitent mes visites. Je recommande vivement Bank Corp pour la location et l'accès aux coffres de sécurité.",2025-07-20,50,1,421
"Meine Erfahrung mit Bank Corp war katastrophal. Der Berater war unvorbereitet, unprofessionell und unhöflich, hat Fragen ausweichend beantwortet und wichtige Informationen verschwiegen. Termine wurden kurzfristig abgesagt, Zusagen nicht eingehalten. Ich fühle mich schlecht beraten und betrogen. Nie wieder Bank Corp — ich kann diese Filiale und den Berater niemandem empfehlen.",2025-06-13,9,4,636
"Visite décevante à la succursale Bank Corp. J'ai attendu longtemps sans explication ni mise à jour, malgré un rendez‑vous. Le personnel était poli mais visiblement débordé, ce qui a rendu l'attente frustrante. Le service une fois obtenu était correct, mais le temps d'attente en agence est inacceptable pour des démarches urgentes.",2025-07-31,18,2,385
"Excelente experiencia en el drive-thru de Bank Corp. El tiempo de espera es mínimo, siempre me atienden en cuestión de minutos y con una sonrisa. El personal es eficiente y amable, hacen que las gestiones rápidas sean aún más fáciles. Muy satisfecho, lo recomiendo sin dudar.",2025-07-02,36,3,218
"Tuve una experiencia decepcionante en una sucursal de Bank Corp. El asesor parecía poco atento y poco informado; las respuestas fueron vagas y tardaron en resolver mi trámite. Además hubo espera prolongada sin explicación y falta de seguimiento posterior. Esperaba más profesionalismo de un banco con su reputación. Les doy una oportunidad para mejorar, pero por ahora no recomendaría esta sucursal para gestiones complejas.",2025-08-12,37,6,133
"Mi experiencia en Bank Corp fue absolutamente decepcionante. El banquero mostró falta de profesionalismo, respuestas vagas, negligencia con mi cuenta y desprecio por mis preguntas. Esperaba asesoría clara y eficiente, pero recibí excusas y demora. Servicio al cliente inexistente; me fui frustrado y sin solución. No recomiendo esta sucursal.",2025-06-21,29,5,64
"Expérience catastrophique pour accéder à mon coffre de sécurité chez Bank Corp. Rendez-vous annulé sans prévenir, personnel impoli et incapable, procédures kafkaïennes et attente d’une heure pour une clé soi-disant introuvable. Frais cachés, sécurité douteuse et aucune solution offerte par la direction. Stressant, inefficace et totalement inacceptable — je déconseille vivement.",2025-09-09,13,3,371
"Visité una sucursal de Bank Corp y la experiencia con la cajera fue en general buena. Fue profesional, puntual y manejó mi trámite con rapidez y claridad. Aprecié su amabilidad y precisión, aunque la espera fue un poco larga. En general, recomendable por la atención competente del personal.",2025-08-26,5,6,89
"Visitei a agência do Bank Corp e usei o drive-thru. O tempo de espera foi um pouco maior do que eu esperava, mas o atendimento foi rápido e eficiente quando cheguei ao caixa. Os funcionários foram simpáticos e prestativos. No geral, experiência positiva — poderiam reduzir um pouco a fila em horários de pico.",2025-08-11,31,6,265
"Tuve una mala experiencia al intentar acceder a mi caja de seguridad en Bank Corp. La cita se retrasó, el personal estuvo desorganizado y la sala de cajas tenía señalización confusa. Me pidieron papeles adicionales que no me habían informado antes y me hicieron esperar más de una hora. La gestión fue poco profesional y las tarifas no estaban claras. Espero mejoras en la comunicación y en la eficiencia; actualmente no recomendaría este servicio a nadie que busque rapidez y transparencia.",2025-09-11,17,4,330
"Outstanding experience at Bank Corp today. The teller was professional, friendly, and extremely efficient. They handled my transaction quickly, explained account options clearly, and resolved a small issue without any hassle. I felt listened to and well cared for. Their attention to detail and courteous manner made a routine visit pleasant. Highly recommend this branch and its excellent staff.",2025-09-01,15,5,544
"I visited my local Bank Corp branch and waited about twenty minutes to be helped. The lobby was clean and staff apologized for the delay, and when my turn came the teller handled my transaction quickly and politely. I expected a shorter wait, but the efficient service and friendly team made up for it. Overall a decent experience — could improve queue management, but I’ll return.",2025-06-22,13,2,466
"Expérience catastrophique chez Bank Corp. Attente interminable à l'intérieur de l'agence, personne pour gérer la file, employés lents et indifférents. Aucune excuse ni information donnée; j'ai perdu plus d'une heure pour un simple dépôt. Gestion du temps et du service client totalement inacceptables. Je ne reviendrai pas et déconseille fortement cette agence.",2025-07-29,39,1,32
"Acceder a mi caja de seguridad en una sucursal de Bank Corp fue una experiencia neutra. Solicité cita, presenté identificación y completaron los trámites habituales. La sala era segura y limpia; el personal cumplidor explicó el procedimiento sin detalles adicionales. El tiempo de espera fue corto pero el horario de atención algo limitado. En general, servicio correcto y sin sorpresas.",2025-08-20,11,6,89
"Die Filiale von Bank Corp macht keinen guten Eindruck: abgewohnte Sitzplätze, schmutzige Böden und schlecht gewartete Toiletten. Die Beleuchtung ist düster, einige Automaten funktionieren nicht und die Beschilderung ist verwirrend. Wegen des engen Wartebereichs entsteht oft Gedränge. Technisch wirkt die Einrichtung veraltet und ungepflegt. Insgesamt fühlt sich der Besuch nicht professionell an und sollte dringend modernisiert und sauberer gehalten werden.",2025-07-05,41,1,671
"Expérience catastrophique avec une employée de guichet chez Bank Corp. Impolie, impatiente, aucune explication claire, traitement bâclé de ma transaction et attitude méprisante. J'ai dû attendre sans raison, elle a refusé d'aider et n'a montré aucun professionnalisme ni empathie. Très déçu — je n'y retournerai pas et ne recommande pas cette agence.",2025-06-25,35,5,225
"Die Wartezeit in der Bank Corp-Filiale war etwas länger als erwartet, aber noch akzeptabel. Das Personal war freundlich und kompetent, und als ich dran war, wurde mein Anliegen schnell und effizient bearbeitet. Der Warteraum war sauber und es gab ausreichende Sitzplätze. Insgesamt ein positiver Eindruck, mit dem kleinen Wunsch nach kürzeren Wartezeiten.",2025-08-28,39,6,357
"Terrible experience at Bank Corp. The banker was rude, dismissive, and unprofessional, offering contradictory advice and no clear answers. Promised follow-ups never happened, and the whole visit felt chaotic and uncaring. I left more frustrated and distrustful than when I arrived. I will be taking my business elsewhere and cannot recommend this branch.",2025-06-20,24,2,162
"I've been impressed with the condition of the Bank Corp branch on Main Street. The lobby is spotless, seating comfortable, restrooms well-maintained, clear signage, ATMs functioning, parking easy, accessible for mobility needs, and staff keep the queues organized. The bright, modern atmosphere makes banking pleasant and efficient. Highly recommend this location for anyone who values a clean, safe, and well-kept facility.",2025-09-08,15,4,630
"Expérience d'accès au coffre-fort chez Bank Corp plutôt neutre. Le processus administratif était clair, il faut prendre rendez-vous et présenter une pièce d'identité. Le personnel était professionnel, sans plus. L'accès au coffre est sécurisé, mais l'attente pour une visite peut être un peu longue selon les horaires. Globalement satisfaisant, sans aspects remarquables.",2025-08-30,4,1,292
¡Pésimo servicio en el drive-thru de Bank Corp! Esperé más de 30 minutos sin explicaciones ni disculpas. El personal parecía desorganizado y despreocupado. Vergonzoso para un banco; perdieron mi tiempo y mi confianza. No volveré y no lo recomendaría a nadie.,2025-07-13,9,6,402
"Minha experiência ao acessar a caixa de segurança do Bank Corp foi excelente. Atendimento profissional e simpático desde o agendamento; o processo foi rápido, seguro e discreto. As instalações são limpas e bem organizadas, com protocolos de segurança claros que me deixaram extremamente tranquilo. Recomendo o Bank Corp para quem precisa de uma caixa confiável — serviço eficiente e confiança total.",2025-08-31,51,2,496
Excelente experiencia en la sucursal de Bank Corp. El tiempo de espera dentro de la sucursal fue muy corto y el personal atendió con eficiencia y amabilidad. Trámites rápidos y sin complicaciones. Salí muy satisfecho y volveré sin dudarlo. Recomendado para quien valore rapidez y buen servicio.,2025-07-23,25,3,572
"I visited Bank Corp for assistance with a savings account and spoke with an advisor. The banker was professional and punctual, explained options clearly, and answered my questions without pressure. Some paperwork took longer than expected, but the staff remained courteous. Overall, the experience was satisfactory and reliable for routine banking needs.",2025-06-24,25,5,32
"Visité la sucursal de Bank Corp y la experiencia fue pésima. El cajero mostró una falta total de profesionalismo: actitud indiferente, respuestas groseras y errores en la operación. Esperé mucho tiempo y nadie asumió responsabilidad; al final mi problema no se resolvió. Servicio inaceptable. No volveré ni recomendaré esta sucursal.",2025-08-28,48,5,496
"Usé el drive-thru de Bank Corp y la espera fue razonable, unos cinco a siete minutos. El personal fue amable y eficiente; resolvieron mi trámite sin complicaciones. En horas punta se podría mejorar abriendo otra ventanilla, pero en general la experiencia fue conveniente y volvería a utilizarlo.",2025-08-12,8,3,429
"J'ai visité une agence de Bank Corp pour une transaction. Le guichetier était professionnel, poli et connaissait bien les procédures ; il a expliqué clairement les étapes. Le service était correct, sans être exceptionnel, et l'attente a été modérée. Globalement une expérience neutre, satisfaisante mais perfectible.",2025-06-28,30,5,471
"Visitei uma agência do Bank Corp recentemente. A atendente foi profissional, atenciosa e resolveu minha solicitação com eficiência. Explicou os procedimentos claramente e respondeu dúvidas. A única ressalva foi a pequena espera devido à fila, mas o atendimento compensou. Saí satisfeito com a experiência e recomendo a equipe.",2025-07-10,48,4,381
"I visited Bank Corp to deposit a check and was pleased with the teller's professionalism. She was friendly, knowledgeable, and handled my transaction efficiently while explaining fees clearly. The branch was tidy, though there was a short wait during lunch hour. Overall, solid service — the teller made what could have been a routine errand feel smooth and respectful. I'll return for future banking needs.",2025-06-15,19,3,364
"Expérience catastrophique chez Bank Corp pour accéder à mon coffre‑fort. Personnel incompétent et impoli, procédures interminables, clés perdues et aucune solution proposée. J'ai attendu plus d'une heure sans information claire — service inefficace et anxiogène. À éviter absolument si vous tenez à la sécurité et au respect du client.",2025-07-03,26,3,299
"Visitei a agência do Bank Corp e fiquei impressionado com o profissionalismo do caixa. Atendimento rápido, eficiente e muito cordial; explicou cada passo com paciência e resolveu minha solicitação sem complicações. Saí satisfeito e confiante em continuar usando os serviços da agência. Recomendo fortemente.",2025-09-05,33,6,614
"Meine Erfahrung in der Bank Corp-Filiale war extrem enttäuschend. Die Berater wirkten unprofessionell, unvorbereitet und desinteressiert. Es gab lange Wartezeiten, widersprüchliche Auskünfte und keine klare Erklärung zu Gebühren oder Produkten. Auf Nachfragen erhielt ich ausweichende Antworten, Fehler in Unterlagen wurden nicht sofort korrigiert. Ich fühle mich nicht gut beraten und werde diese Filiale nicht mehr nutzen. Kundenorientierung scheint dort nicht vorhanden zu sein.",2025-08-12,36,3,184
"Die Filiale von Bank Corp macht einen gepflegten, funktionalen Eindruck. Eingangsbereich, Schalter und Wartebereiche sind sauber, Sitzgelegenheiten ausreichend. Beleuchtung und Klima funktionieren, jedoch könnten Wegweiser deutlicher sein. Sanitäranlagen sind ordentlich, leichte Abnutzung an Möbeln sichtbar. Bargeld- und Einzahlungsautomaten sind gut erreichbar. Insgesamt angemessene Wartung mit kleineren Verbesserungsmöglichkeiten bei Beschilderung und Modernisierung.",2025-07-28,44,4,543
"Katastrophale Erfahrung beim Zugang zum Schließfach bei Bank Corp. Nach stundenlangem Warten wurde mir der Zugang verweigert, angeblich wegen ""Systemproblemen"". Mitarbeiter unfreundlich, inkompetent und ohne jede Hilfsbereitschaft. Sicherheits- und Serviceversprechen haben bei mir komplett versagt. Ich kündige sofort und empfehle niemandem Bank Corp.",2025-08-11,3,6,605
"Tive uma experiência em uma agência do Banco Corp ao acessar minha caixa de segurança. O agendamento foi simples, a equipe profissional e as instalações aparentaram seguras. Houve uma pequena demora na espera, mas o atendimento compensou: explicaram bem os procedimentos e foram gentis. Saí tranquilo sabendo que meus documentos estavam bem protegidos. Recomendo para quem busca segurança e bom atendimento.",2025-07-25,7,1,283
"Visited my local Bank Corp branch recently; the lobby felt unkempt and dated. Worn carpeting, torn chairs, poor lighting and a persistent draft made the space uncomfortable. The restroom was not well maintained and the ATM vestibule smelled stale. Accessibility ramps are narrow and parking lot potholes are a hazard. For a major bank, the facility needs better cleaning, repairs and attention to customer comfort.",2025-06-21,38,5,623
"Die Wartezeit am Drive-thru bei Bank Corp war etwas länger als erwartet — ich musste etwa zehn Minuten warten. Das Personal war jedoch sehr freundlich und arbeitete effizient, sodass meine Anliegen schnell und kompetent erledigt wurden. Insgesamt bin ich zufrieden, würde mir aber bei Stoßzeiten gern kürzere Wartezeiten wünschen.",2025-08-30,44,4,378
"Mi experiencia con el/la asesor(a) en Bank Corp fue profesional y eficiente. Respondió a mis preguntas con claridad y explicó las opciones disponibles, aunque hubo espera en la sucursal. El trato fue respetuoso y las soluciones propuestas adecuadas para mi situación. En general, recomendable si busca atención formal y competente.",2025-07-24,51,2,26
"La espera dentro de la sucursal fue de unos 20 minutos. El tiempo me pareció razonable dadas las horas punta, aunque podría mejorar con un sistema de turnos más claro. El personal atendió de forma correcta cuando llegó mi turno.",2025-06-25,17,6,495
"Visité el drive-thru de Bank Corp y la atención fue cordial y profesional. El trámite se resolvió con claridad, pero el tiempo de espera en la fila fue algo más largo de lo esperado. Aun así, valoro la eficiencia del personal al atenderme y volvería, esperando que reduzcan un poco los tiempos en hora punta.",2025-07-04,14,6,513
"Minha experiência na agência Bank Corp foi péssima. O(a) funcionário(a) do caixa foi rude, impaciente e pouco profissional: demorou, deu informações contraditórias e mostrou desinteresse pelas minhas dúvidas. Senti-me desrespeitado(a) e desamparado(a). Atendimento ineficiente e sem empatia — nunca mais volto e não recomendo esta agência a ninguém.",2025-06-23,18,1,471
"Excellente expérience à l'agence Bank Corp : la guichetière était extrêmement professionnelle, compétente et attentive. Elle a traité ma demande rapidement, expliqué clairement chaque étape et répondu à toutes mes questions avec patience. Son accueil chaleureux et son efficacité ont rendu la visite agréable et sans stress. Je recommande vivement Bank Corp pour son personnel de qualité et le niveau de service en succursale.",2025-07-27,21,1,584
"I went to Bank Corp to access my security deposit box and left frustrated. The branch required an appointment I wasn't told about, security procedures took forever, and the staff seemed rushed and unhelpful. The vault room was cramped and outdated, and I was surprised by an extra administrative fee. For something that should be straightforward and secure, the experience felt inconvenient and inefficient. I’ll think twice about renewing the box unless service improves.",2025-08-13,29,3,41
"J'ai récemment accédé à mon coffre-fort chez Bank Corp dans une agence de proximité. Le processus de vérification d'identité était strict et le personnel professionnel, ce qui inspire confiance. L'accès nécessite un rendez-vous et les horaires de l'agence sont un peu contraignants. Les locaux et le coffre étaient propres et bien entretenus. Globalement, expérience satisfaisante mais pourrait être améliorée par des créneaux plus flexibles.",2025-07-24,26,4,280
"J'ai récemment utilisé le coffre-fort chez Bank Corp. L'accès est sécurisé et le personnel de la succursale a été accueillant et professionnel ; ils ont bien expliqué les procédures. Le seul bémol : les horaires d'ouverture restreints m'ont causé un léger délai. Globalement, expérience satisfaisante.",2025-07-05,24,3,609
"A agência do Bank Corp apresenta instalações funcionais e organizadas. Limpeza e sinalização são adequadas, com assentos suficientes e acessibilidade razoável para cadeirantes. A iluminação é boa, mas o ar-condicionado estava pouco eficiente no dia da visita e o banheiro necessitava manutenção. No geral, o espaço atende às necessidades básicas, embora haja oportunidades para pequenos ajustes.",2025-08-13,21,4,145
"J'ai été reçu à l'agence Bank Corp par un conseiller très compétent et professionnel. Il a pris le temps d'expliquer clairement les options de compte et de placement, et m'a conseillé une solution adaptée à ma situation. L'accueil était chaleureux et le suivi rapide. Seul bémol : attente de 15 minutes à l'ouverture, mais la qualité du service a compensé. Globalement satisfait, je recommande cette agence pour son expertise.",2025-08-26,45,4,407
"Ich habe kürzlich das Drive-Thru von Bank Corp genutzt. Die Wartezeit war etwas länger als erwartet (ca. 10–12 Minuten), aber das Personal war freundlich und professionell. Die Abwicklung ging dann zügig und mein Anliegen wurde gut erklärt. Insgesamt zufrieden – komme gerne wieder, hoffe auf kürzere Wartezeiten.",2025-08-30,28,5,110
"Ich nutzte kürzlich ein Schließfach bei Bank Corp. Der Zugang erfolgte per Termin; die Mitarbeiter waren sachlich und erklärten die Regeln. Identitätsprüfung und Schlüsselverwaltung liefen routiniert ab. Die Räumlichkeiten wirkten sauber und sicher, allerdings sind die Öffnungszeiten eingeschränkt. Die Gebühren wurden klar kommuniziert. Insgesamt ein ordentlicher, unaufgeregter Ablauf ohne Überraschungen.",2025-08-06,24,2,591
"Expérience catastrophique chez Bank Corp. Attente interminable à l'intérieur de la succursale (plus d'une heure debout), personnel débordé et aucune information ni excuse. Le guichet change constamment, on m'a fait revenir sans solution. Espace d'attente mal organisé et système de prise de rendez-vous inefficace. Je déconseille vivement cette agence — perdre son temps à ce point est inacceptable pour une banque.",2025-08-25,10,5,49
"Ich habe kürzlich ein Schließfach bei Bank Corp in einer Filiale genutzt. Terminvereinbarung und Identitätsprüfung waren standardisiert und zügig. Die Mitarbeiter waren sachlich und hilfsbereit, der Zugang zum Tresorraum sicher, aber etwas umständlich durch mehrere Kontrollen. Gebühren und Öffnungszeiten wurden klar kommuniziert. Insgesamt funktional, aber nicht besonders komfortabel.",2025-06-15,42,6,406
"Je suis extrêmement mécontent des conditions des locaux de Bank Corp. Salle d’attente sale, sièges cassés, climatisation en panne, toilettes insalubres et odeurs persistantes. Signalisation inexistante, accès pour personnes à mobilité réduite négligé. Impression d’insécurité et de manque d’entretien. Inacceptable pour une banque prétendant être professionnelle.",2025-08-06,16,5,504
"Mi experiencia con el asesor en la sucursal de Bank Corp fue profesional y discreta. El personal explicó claramente las opciones de cuenta y los costos asociados, respondió mis dudas sin presionarme y mostró conocimiento del producto. Algunas gestiones tardaron más de lo esperado, pero en general la atención fue competente y adecuada para trámites cotidianos.",2025-08-23,45,5,551
"Katastrophaler Service: Wartezeit in der Filiale untragbar. Über 45 Minuten ohne jede Information, Mitarbeiter wirkten überfordert, keine Warteschlange organisiert. Musste wieder weggehen, ohne mein Anliegen zu klären. Für ein Bankunternehmen vollkommen inakzeptabel. Ich werde künftig online bleiben oder zur Konkurrenz wechseln. Dringend mehr Personal und bessere Abläufe nötig.",2025-07-07,16,4,275
"El personal de la sucursal mostró profesionalismo y conocimientos. El asesor atendió mis consultas con claridad y fue puntual. La experiencia fue ordenada y eficiente, aunque algunas gestiones tomaron más tiempo del esperado. En general, cumplió las expectativas en atención y asesoría.",2025-07-27,17,4,107
"Meine Erfahrung in einer Bank Corp-Filiale war enttäuschend. Die Schalterkraft wirkte unvorbereitet und wenig professionell, beantwortete Fragen knapp und schien genervt, als ich nach Unterlagen fragte. Lange Wartezeiten ohne Erklärung und unklare Auskünfte zu Gebühren hinterließen einen schlechten Eindruck. Bitte mehr Mitarbeitertraining und Kundenorientierung.",2025-08-10,18,2,327
Excelente experiência na agência do Bank Corp! Cheguei e fui atendido em poucos minutos; o sistema de senhas e a equipe são muito eficientes. Enquanto esperava havia assentos confortáveis e atendimento cordial. Resolveram minha demanda rapidamente. Recomendo para quem valoriza agilidade e bom serviço.,2025-08-01,11,6,682
"Visited my local Bank Corp branch recently and was disappointed by the conditions. The lobby felt neglected — stained carpet, flickering lights, and uncomfortable seating. The ATM area looked poorly maintained and the restroom was untidy. Signage was confusing, which made navigating services harder. Staff were polite, but the physical upkeep needs attention to match the customer service.",2025-09-10,28,1,310
"I recently visited Bank Corp's local branch to discuss my savings and mortgage options. The advisor was knowledgeable and professional, answered my questions clearly, and provided the required documents promptly. The process was efficient, though wait time at the front desk could be shorter. Overall the banker demonstrated solid expertise and courteous service; I left with a better understanding of my options and next steps.",2025-06-21,50,4,585
La espera en el drive-thru de Bank Corp fue inaceptable. Llegué con prisa y tuve que esperar demasiado tiempo sin explicación ni disculpas. Solo había un cajero y la fila avanzaba a paso de tortuga; la atención fue lenta y descuidada. No volveré ni recomendaré esta sucursal hasta que mejoren personal y organización.,2025-07-30,24,1,349
"Bank Corp's drive-thru was impressively quick today — I was helped within two minutes and the teller was friendly and efficient. The lane was well-organized, clear signage, and staff handled transactions smoothly. Great for busy mornings; saved me time and hassle. Highly recommend their drive-thru service!",2025-07-05,10,3,590
"Fiquei bem frustrado com o tempo de espera no drive-thru da Bank Corp. Mesmo sem muito movimento, esperei mais de 20 minutos para ser atendido — parecia falta de organização e pessoal insuficiente. O atendente foi educado, mas o processo foi muito lento. Para quem precisa de agilidade, não recomendo até que ajustem o fluxo.",2025-06-13,24,1,455
"Péssima experiência no drive-thru do Bank Corp. Esperei mais de 20 minutos sem sequer um pedido de desculpas; atendimento lento e desorganizado. Funcionários parecem despreparados, janelas fechadas, ninguém atende. Não volto e não recomendo — perder meu tempo assim é inaceitável.",2025-07-21,31,2,207
"Ich war sehr zufrieden mit dem Service in der Bank Corp-Filiale. Mein Berater war äußerst kompetent, professionell und nahm sich viel Zeit, um meine Fragen verständlich zu beantworten. Die Beratung war individuell, transparent und effizient – ich fühlte mich gut aufgehoben und sicher. Prozesse liefen reibungslos und pünktlich. Sehr empfehlenswert!",2025-09-01,1,4,140
"Tuve una experiencia neutra con Bank Corp en la sucursal local. El banquero mostró profesionalismo y conocimiento al explicar productos y resolver dudas. La gestión fue clara y los trámites se completaron correctamente, aunque la espera fue algo larga. En general, recomendable si busca asesoría competente, pero mejorando los tiempos de atención.",2025-08-24,6,2,677
"Die Filiale von Bank Corp entspricht leider nicht meinen Erwartungen. Schmutzige Sitzbereiche, unklare Beschilderung und ein veralteter Geldautomat sorgen für Ärger. Die Sanitäranlagen waren nicht gepflegt, und die Luftqualität/Heizung schwankte stark. Für längere Wartezeiten gibt es kaum Sitzplätze und wenig Privatsphäre. Verbesserungen an Sauberkeit und Barrierefreiheit wären dringend nötig.",2025-06-25,21,5,579
"Als Kunde von Bank Corp habe ich kürzlich mein Bankschließfach genutzt. Der Zugang war insgesamt unkompliziert: freundliche, professionelle Mitarbeiter halfen beim Einlass und die Sicherheitskontrollen wirkten gründlich. Einziger kleiner Kritikpunkt waren die eingeschränkten Öffnungszeiten, die flexibler sein könnten. Insgesamt bin ich zufrieden und fühle mich mit meinen Wertsachen gut betreut.",2025-08-27,17,5,560
"Minha experiência na Bank Corp foi excepcional. O gerente foi extremamente profissional, atencioso e conhecedor dos produtos; explicou tudo com clareza e paciência, oferecendo soluções personalizadas que se encaixaram no meu orçamento. Atendimento ágil na agência, documentação organizada e transparência em todas as etapas. Recomendo a equipe para quem busca confiança e profissionalismo em serviços bancários.",2025-08-04,14,6,81
"I visited my local Bank Corp branch and was disappointed with the teller's professionalism. The teller seemed distracted and curt, answered questions vaguely, and made a mistake on my deposit that took extra time to correct. The line moved slowly and I felt my concerns weren't taken seriously. I've banked here for years but this visit left me frustrated — I expected better customer service at a retail location.",2025-08-23,23,1,448
"Experiência péssima na agência do Bank Corp. Esperei mais de 40 minutos em uma fila desorganizada, sem informações ou desculpas do pessoal. Atendimento lento e frio, parece que ninguém se importa com o tempo do cliente. Inaceitável — não voltarei nem recomendo.",2025-08-14,24,4,531
"Tuve una experiencia neutral al acceder a mi caja de seguridad en Bank Corp. El proceso requería cita previa y control de identidad estricto; el personal fue profesional pero algo burocrático. El acceso fue seguro y las instalaciones limpias, aunque la disponibilidad de horarios es limitada. Las tarifas están claras; en general, correcto pero podría ser más ágil.",2025-06-13,11,5,623
"Schreckliche Erfahrung mit der Schalterkraft bei Bank Corp. Der Teller war unfreundlich, desinteressiert und inkompetent — gab falsche Auskünfte, verweigerte Hilfe und wirkte genervt. Lange Wartezeit, keinerlei Entschuldigung oder Professionalität. Fühle mich missachtet und werde diese Filiale meiden. Sehr enttäuschend für ein Institut, dem ich mein Vertrauen schenkte.",2025-06-21,32,6,588
"Tive uma experiência acessando minha caixa de segurança na agência do Bank Corp. O atendimento foi cordial, o espaço limpo e as normas de segurança bem explicadas. Houve um pouco de espera e checagem de documentos, mas o processo foi eficiente e me senti confiante em deixar meus pertences. Recomendo para quem precisa de armazenamento seguro.",2025-08-02,6,3,145
"La sucursal de Bank Corp presenta condiciones aceptables. Las instalaciones están limpias y bien iluminadas, con señalización clara y acceso para personas con movilidad reducida. El área de espera es cómoda aunque podría requerir más asientos en horas pico. Los cajeros automáticos funcionan correctamente; los baños están en buen estado. En general, mantenimiento adecuado, con espacio para pequeñas mejoras.",2025-06-23,41,3,622
"Tive uma experiência excelente com o gerente na agência do Bank Corp. Demonstrou grande profissionalismo, conhecimento e atenção aos detalhes. Explicou todas as opções de forma clara, respondeu a todas as minhas dúvidas e agilizou o processo com simpatia. Senti-me valorizado e confiante nas recomendações. Recomendo vivamente o atendimento da agência — foi eficiente, cortês e verdadeiramente focado no cliente.",2025-07-30,11,2,359
"I visited my local Bank Corp branch for a routine deposit. The teller was professional, attentive, and processed my transaction efficiently. They answered my questions clearly and followed appropriate ID procedures. The interaction felt courteous and businesslike, with no issues. Service could be faster during peak times, but overall the teller's experience and professionalism met my expectations.",2025-07-27,25,3,429
"I had a great experience accessing my security deposit box at Bank Corp's downtown branch. The vault area was clean and secure, staff greeted me promptly, guided me through the process, and respected my privacy. Scheduling was easy and wait time minimal. I felt confident in the facility's security measures and professionalism. Convenient hours and clear instructions made everything seamless. Highly recommend Bank Corp for anyone needing safe, reliable deposit box services.",2025-09-12,32,4,160
"Visité la sucursal de Bank Corp y usé el servicio drive-thru. El tiempo de espera fue más largo de lo esperado, pero el personal atendió con cortesía y resolvió mi trámite sin problemas. Sería útil mejorar la organización en horas pico para reducir la espera, aunque en general el servicio funcionó correctamente.",2025-06-15,3,5,163
"I had an excellent experience with Bank Corp. My banker/advisor was professional, knowledgeable, and patient — explaining options clearly and tailoring solutions to my needs. Transactions were handled efficiently and follow-up was prompt. Friendly staff and a welcoming branch made the visit easy. I highly recommend this team for retail banking.",2025-09-11,44,4,643
"Tive uma experiência relativamente positiva ao acessar a caixa de segurança na agência do Bank Corp. As instalações são limpas e o nível de segurança passa confiança. A equipe foi atenciosa e explicou o procedimento, embora tenha havido uma pequena espera para liberação do acesso. No geral, recomendo o serviço — eficiente e seguro, com espaço para agilizar o atendimento.",2025-07-26,15,2,317
"J'ai récemment utilisé le service au volant de Bank Corp. L'attente a été plus longue que prévu (environ 12–15 minutes), mais le personnel est resté courtois et efficace une fois arrivé au guichet. Les locaux étaient propres et la transaction s'est bien déroulée. Dans l'ensemble, une expérience plutôt positive malgré le temps d'attente.",2025-09-11,50,1,4
"Mon expérience d'accès au coffre chez Bank Corp a été assez décevante. Prise de rendez-vous longue, horaires très restreints et personnel peu informatif. J'ai attendu 45 minutes malgré une réservation; on m'a ensuite demandé des pièces d'identité supplémentaires non mentionnées. Service correct sur place, mais communication et organisation à revoir.",2025-06-15,34,1,494
"Minha experiência na agência do Bank Corp foi decepcionante. O gerente parecia despreparado e pouco interessado, com respostas vagas e demora para resolver um problema simples. Atendimento frio e mais foco em empurrar produtos do que em entender minhas necessidades. Saí sem solução e com a sensação de ter sido tratado como mais um número. Precisam melhorar treinamento e postura dos assessores.",2025-07-17,26,2,268
"Tive uma experiência frustrante ao acessar minha caixa de segurança na Bank Corp. Agendei visita, mas na chegada houve demora no atendimento, funcionária confusa com a documentação e horário limitado dificultou reagendamento. A sala de acesso parecia pouco organizada e não explicaram procedimentos e custos adicionais. Segurança física ok, mas falta de clareza e eficiência deixou a experiência ruim. Espero que o banco melhore comunicação e treinamento para clientes terem acesso mais ágil e transparente.",2025-08-17,25,4,530
"Visitei a agência do Bank Corp ontem. A atendente foi eficiente e demonstrou grande profissionalismo: explicou cada etapa, respondeu dúvidas com paciência e resolveu meu problema em poucos minutos. O atendimento poderia ter sido um pouco mais caloroso, mas no geral fiquei satisfeito com a experiência e voltaria se necessário.",2025-08-18,44,4,272
"I had an excellent experience accessing my safety deposit box at Bank Corp’s downtown branch. The staff were professional, explained the process clearly, and escorted me to a clean, well‑lit vault. Access was quick and secure, with convenient hours and straightforward paperwork. I felt confident my valuables are protected. Highly recommend Bank Corp for reliable, friendly safe deposit services.",2025-07-15,23,4,124
